Data,Preco_Fechamento,Codigo_Ativo
2026-03-31,1729.02001953125,MELI
2026-04-01,1718.969970703125,MELI
2026-04-02,1715.52001953125,MELI
2026-04-06,1710.3699951171875,MELI
2026-04-07,1742.300048828125,MELI
2026-04-08,1775.739990234375,MELI
2026-04-09,1793.2099609375,MELI
2026-04-10,1773.9599609375,MELI
2026-04-13,1831.9300537109375,MELI
2026-04-14,1840.6600341796875,MELI
2026-04-15,1872.1199951171875,MELI
2026-04-16,1822.1300048828125,MELI
2026-04-17,1855.8299560546875,MELI
2026-04-20,1870.0799560546875,MELI
2026-04-21,1854.1800537109375,MELI
2026-04-22,1860.97998046875,MELI
2026-04-23,1809.199951171875,MELI
2026-04-24,1835.219970703125,MELI
2026-04-27,1839.280029296875,MELI
2026-04-28,1791.989990234375,MELI
2026-04-29,1767.02001953125,MELI
2026-04-30,1792.6300048828125,MELI
2026-05-01,1850.050048828125,MELI
2026-05-04,1813.530029296875,MELI
2026-05-05,1817.31005859375,MELI
2026-05-06,1841.1400146484375,MELI
2026-05-07,1870.010009765625,MELI
2026-05-08,1632.52001953125,MELI
2026-05-11,1557.300048828125,MELI
2026-05-12,1578.780029296875,MELI
2026-05-13,1562.0,MELI
2026-05-14,1607.3699951171875,MELI
2026-05-15,1546.81005859375,MELI
2026-05-18,1585.9100341796875,MELI
2026-05-19,1594.8599853515625,MELI
2026-05-20,1651.199951171875,MELI
2026-05-21,1677.9000244140625,MELI
2026-05-22,1664.4200439453125,MELI
